"Category","Map","Region","Time","Method_or_Pool","Min_Level","Max_Level","Rate_A","Species_A","Rate_B","Species_B","Rate_C","Species_C","Rate_D","Species_D"
"Standard","MAP_ROUTE16_HNS","","Any","Fishing","70","84","30","WAILORD","30","CLAWITZER","30","BARBARACLE","10","SEISMITOAD"
"Standard","MAP_ROUTE16_HNS","","Day","Land","70","84","30","BELLIBOLT","30","DIPPLIN","30","TOUCANNON","10","HYDRAPPLE"
"Standard","MAP_ROUTE16_HNS","","Night","Land","70","84","30","SCRAFTY","30","DRAPION","30","MANDIBUZZ","10","SNEASLER"
"Standard","MAP_ROUTE16_HNS","","Any","Surf","70","84","30","FLOATZEL","30","TOXAPEX","30","DRACOVISH","10","DONDOZO"
"Standard","MAP_ROUTE17_HNS","","Any","Fishing","70","84","30","RELICANTH","30","DREDNAW","30","BARRASKEWDA","10","TENTACRUEL"
"Standard","MAP_ROUTE17_HNS","","Day","Land","70","84","30","ELECTABUZZ","30","BRAVIARY","30","GLISCOR","10","TSAREENA"
"Standard","MAP_ROUTE17_HNS","","Night","Land","70","84","30","REVAVROOM","30","OVERQWIL","30","KROOKODILE","10","ANNIHILAPE"
"Standard","MAP_ROUTE17_HNS","","Any","Surf","70","84","30","BASCULIN_RED_STRIPED","30","TATSUGIRI_CURLY","30","ARCTOVISH","10","LAPRAS"
"Standard","MAP_ROUTE18_HNS","","Any","Fishing","70","84","30","OCTILLERY","30","GOLISOPOD","30","BASCULEGION_M","10","WALREIN"
"Standard","MAP_ROUTE18_HNS","","Day","Land","70","84","30","BOLTUND","30","TANGROWTH","30","HATTERENE","10","NOIVERN"
"Standard","MAP_ROUTE18_HNS","","Night","Land","70","84","30","SINISTCHA","30","HONCHKROW","30","ROSERADE","10","NIDOQUEEN"
"Standard","MAP_ROUTE18_HNS","","Any","Rock Smash","70","84","30","BEWEAR","30","GIGALITH","30","CONKELDURR","10","AEGISLASH_SHIELD"
"Standard","MAP_ROUTE18_HNS","","Any","Surf","70","84","30","WAILORD","30","CLAWITZER","30","BARBARACLE","10","SEISMITOAD"
"Standard","MAP_ROUTE19_HNS","","Any","Fishing","70","84","30","VELUZA","30","FLOATZEL","30","MILOTIC","10","GYARADOS"
"Standard","MAP_ROUTE19_HNS","","Any","Surf","70","84","30","BRUXISH","30","CRAMORANT","30","TOXAPEX","10","DRACOVISH"
"Standard","MAP_ROUTE2_HNS","","Any","Fishing","70","84","30","BASCULIN_RED_STRIPED","30","OCTILLERY","30","ARCTOVISH","10","WALREIN"
"Standard","MAP_ROUTE2_HNS","","Day","Land","70","84","30","ZEBSTRIKA","30","TOEDSCRUEL","30","LUXRAY","10","URSALUNA"
"Standard","MAP_ROUTE2_HNS","","Night","Land","70","84","30","GOURGEIST","30","SINISTCHA","30","ROSERADE","10","ANNIHILAPE"
"Standard","MAP_ROUTE2_HNS","","Any","Surf","70","84","30","WAILORD","30","BARBARACLE","30","BASCULEGION_M","10","GOLISOPOD"
"Standard","MAP_ROUTE20_HNS","","Any","Fishing","70","84","30","BASCULIN_RED_STRIPED","30","ARAQUANID","30","TATSUGIRI_CURLY","10","LAPRAS"
"Standard","MAP_ROUTE20_HNS","","Any","Surf","70","84","30","OCTILLERY","30","ARCTOVISH","30","GOLISOPOD","10","WALREIN"
"Standard","MAP_ROUTE21_HNS","","Any","Fishing","70","84","30","WAILORD","30","CLAWITZER","30","BARBARACLE","10","BASCULEGION_M"
"Standard","MAP_ROUTE21_HNS","","Day","Land","70","84","30","PYROAR","30","TALONFLAME","30","PORYGON_Z","10","BLISSEY"
"Standard","MAP_ROUTE21_HNS","","Night","Land","70","84","30","SCRAFTY","30","NIDOQUEEN","30","NIDOKING","10","GLIMMORA"
"Standard","MAP_ROUTE21_HNS","","Any","Rock Smash","70","84","30","LYCANROC_MIDDAY","30","SANDACONDA","30","DONPHAN","10","AGGRON"
"Standard","MAP_ROUTE21_HNS","","Any","Surf","70","84","30","WAILMER","30","MILOTIC","30","GYARADOS","10","SEISMITOAD"
"Standard","MAP_ROUTE22_HNS","","Any","Fishing","70","84","30","CRAWDAUNT","30","VELUZA","30","WHISCASH","10","FLOATZEL"
"Standard","MAP_ROUTE22_HNS","","Day","Land","70","84","30","ABOMASNOW","30","URSARING","30","WYRDEER","10","FLORGES_RED"
"Standard","MAP_ROUTE22_HNS","","Night","Land","70","84","30","PANGORO","30","GOURGEIST","30","DRAGALGE","10","GRIMMSNARL"
"Standard","MAP_ROUTE22_HNS","","Any","Surf","70","84","30","BRUXISH","30","CRAMORANT","30","TOXAPEX","10","DRACOVISH"
"Standard","MAP_ROUTE24_HNS","","Any","Fishing","70","84","30","SEALEO","30","GASTRODON_WEST","30","BARRASKEWDA","10","DONDOZO"
"Standard","MAP_ROUTE24_HNS","","Day","Land","70","84","30","KILOWATTREL","30","MUDSDALE","30","VIKAVOLT","10","GALLADE"
"Standard","MAP_ROUTE24_HNS","","Night","Land","70","84","30","SCRAFTY","30","TOXICROAK","30","MANDIBUZZ","10","NIDOKING"
"Standard","MAP_ROUTE24_HNS","","Any","Rock Smash","70","84","30","COPPERAJAH","30","BEWEAR","30","KLEAVOR","10","GALLADE"
"Standard","MAP_ROUTE24_HNS","","Any","Surf","70","84","30","LUMINEON","30","SHARPEDO","30","RELICANTH","10","TENTACRUEL"
"Standard","MAP_ROUTE25_HNS","","Any","Fishing","70","84","30","PELIPPER","30","PALAFIN_ZERO","30","DREDNAW","10","LAPRAS"
"Standard","MAP_ROUTE25_HNS","","Day","Land","70","84","30","FERROTHORN","30","KILOWATTREL","30","SCOVILLAIN","10","HIPPOWDON"
"Standard","MAP_ROUTE25_HNS","","Night","Land","70","84","30","PANGORO","30","OVERQWIL","30","SNEASLER","10","KROOKODILE"
"Standard","MAP_ROUTE25_HNS","","Any","Surf","70","84","30","ARAQUANID","30","WUGTRIO","30","LANTURN","10","TATSUGIRI_CURLY"
"Standard","MAP_ROUTE26_HNS","","Any","Fishing","63","66","30","CRAWDAUNT","30","DREDNAW","30","ARCTOVISH","10","MILOTIC"
"Standard","MAP_ROUTE26_HNS","","Day","Land","63","66","30","ELECTIVIRE","30","MAGMORTAR","30","CORVIKNIGHT","10","SALAMENCE"
"Standard","MAP_ROUTE26_HNS","","Night","Land","63","66","30","KINGAMBIT","30","GHOLDENGO","30","GOODRA","10","METAGROSS"
"Standard","MAP_ROUTE26_HNS","","Any","Surf","63","66","30","BASCULIN_RED_STRIPED","30","LUMINEON","30","GASTRODON_WEST","10","GYARADOS"
"Standard","MAP_ROUTE27_HNS","","Any","Fishing","63","65","30","ARAQUANID","30","TATSUGIRI_CURLY","30","OCTILLERY","10","PALAFIN_ZERO"
"Standard","MAP_ROUTE27_HNS","","Day","Land","63","65","30","LUCARIO","30","GARCHOMP","30","CORVIKNIGHT","10","NOIVERN"
"Standard","MAP_ROUTE27_HNS","","Night","Land","63","65","30","TYRANITAR","30","HYDREIGON","30","DRAGAPULT","10","DRAGONITE"
"Standard","MAP_ROUTE27_HNS","","Any","Surf","63","65","30","AZUMARILL","30","RELICANTH","30","LAPRAS","10","DRACOVISH"
"Standard","MAP_ROUTE28_HNS","","Day","Land","72","84","30","PIDGEOT","30","STARAPTOR","30","UNFEZANT","10","DRAGONITE"
"Standard","MAP_ROUTE28_HNS","","Night","Land","72","84","30","AMOONGUSS","30","GOLURK","30","SALAZZLE","10","VILEPLUME"
"Standard","MAP_ROUTE29_HNS","","Day","Land","2","6","30","SENTRET","30","PIDGEY","30","STARLY","10","FLETCHLING"
"Standard","MAP_ROUTE29_HNS","","Night","Land","2","6","30","SENTRET","30","RATTATA","30","SPINARAK","10","ZUBAT"
"Standard","MAP_ROUTE3_HNS","","Any","Fishing","70","84","30","WAILMER","30","CLAWITZER","30","GYARADOS","10","SEISMITOAD"
"Standard","MAP_ROUTE3_HNS","","Day","Land","70","84","30","SCOVILLAIN","30","BELLIBOLT","30","TOUCANNON","10","HYDRAPPLE"
"Standard","MAP_ROUTE3_HNS","","Night","Land","70","84","30","TOXICROAK","30","DRAPION","30","TOXTRICITY_AMPED","10","HONCHKROW"
"Standard","MAP_ROUTE3_HNS","","Any","Rock Smash","70","84","30","COPPERAJAH","30","BISHARP","30","MIENSHAO","10","GARGANACL"
"Standard","MAP_ROUTE3_HNS","","Any","Surf","70","84","30","CRAWDAUNT","30","VELUZA","30","WHISCASH","10","MILOTIC"
"Standard","MAP_ROUTE30_HNS","","Any","Fishing","4","6","30","MAGIKARP","30","GOLDEEN","30","BARBOACH","10","FEEBAS"
"Standard","MAP_ROUTE30_HNS","","Day","Land","4","6","30","CATERPIE","30","WEEDLE","30","PIDGEY","10","WURMPLE"
"Standard","MAP_ROUTE30_HNS","","Night","Land","4","6","30","SPINARAK","30","VENONAT","30","RATTATA","10","SCATTERBUG"
"Standard","MAP_ROUTE30_HNS","","Any","Rock Smash","4","6","30","NYMBLE","30","GEODUDE","30","MANKEY","10","MACHOP"
"Standard","MAP_ROUTE30_HNS","","Any","Surf","4","6","30","POLIWAG","30","WOOPER","30","LOTAD","10","SURSKIT"
"Standard","MAP_ROUTE31_HNS","","Any","Fishing","7","11","30","MAGIKARP","30","GOLDEEN","30","CORPHISH","10","FEEBAS"
"Standard","MAP_ROUTE31_HNS","","Day","Land","7","11","30","BELLSPROUT","30","TAILLOW","30","SPEAROW","10","RALTS"
"Standard","MAP_ROUTE31_HNS","","Night","Land","7","11","30","RATTATA","30","ZUBAT","30","MORELULL","10","DUSKULL"
"Standard","MAP_ROUTE31_HNS","","Any","Surf","7","11","30","WOOPER","30","POLIWAG","30","TYMPOLE","10","LOTAD"
"Standard","MAP_ROUTE32_HNS","","Any","Fishing","16","19","30","MAGIKARP","30","GOLDEEN","30","BARBOACH","10","FEEBAS"
"Standard","MAP_ROUTE32_HNS","","Day","Land","16","19","30","MAREEP","30","NIDORAN_F","30","NIDORAN_M","10","SHINX"
"Standard","MAP_ROUTE32_HNS","","Night","Land","16","19","30","WOOPER","30","RATTATA","30","SPINARAK","10","MURKROW"
"Standard","MAP_ROUTE32_HNS","","Any","Surf","16","19","30","WOOPER","30","POLIWAG","30","TYMPOLE","10","LOTAD"
"Standard","MAP_ROUTE33_HNS","","Day","Land","18","21","30","BOUNSWEET","30","BUDEW","30","COTTONEE","10","PETILIL"
"Standard","MAP_ROUTE33_HNS","","Night","Land","18","21","30","EKANS","30","ODDISH","30","GRIMER","10","KOFFING"
"Standard","MAP_ROUTE33_HNS","","Any","Rock Smash","18","21","30","TAROUNTULA","30","CUBONE","30","PHANPY","10","RHYHORN"
"Standard","MAP_ROUTE34_HNS","","Any","Fishing","25","28","30","LUVDISC","30","CLAUNCHER","30","SKRELP","10","TOTODILE"
"Standard","MAP_ROUTE34_HNS","","Day","Land","25","28","30","MAREEP","30","GROWLITHE","30","SPINARAK","10","PAWMI"
"Standard","MAP_ROUTE34_HNS","","Night","Land","25","28","30","ELECTRIKE","30","BLITZLE","30","YAMPER","10","DREEPY"
"Standard","MAP_ROUTE34_HNS","","Any","Surf","25","28","30","TYMPOLE","30","BINACLE","30","CORPHISH","10","MUDKIP"
"Standard","MAP_ROUTE35_HNS","","Any","Fishing","27","30","30","FINIZEN","30","SHELLOS_WEST","30","BUIZEL","10","PIPLUP"
"Standard","MAP_ROUTE35_HNS","","Day","Land","27","30","30","MEOWTH","30","TEDDIURSA","30","TANDEMAUS","10","EEVEE"
"Standard","MAP_ROUTE35_HNS","","Night","Land","27","30","30","MURKROW","30","HOUNDOUR","30","ZORUA","10","ABSOL"
"Standard","MAP_ROUTE35_HNS","","Any","Surf","27","30","30","SPHEAL","30","CARVANHA","30","CORPHISH","10","OSHAWOTT"
"Standard","MAP_ROUTE36_HNS","","Day","Land","27","30","30","SCRAGGY","30","SPINARAK","30","STUFFUL","10","CHARMANDER"
"Standard","MAP_ROUTE36_HNS","","Night","Land","27","30","30","CRABRAWLER","30","SPINARAK","30","SINISTEA","10","ELEKID"
"Standard","MAP_ROUTE36_HNS","","Any","Rock Smash","27","30","30","MIENFOO","30","CRANIDOS","30","SHIELDON","10","DRILBUR"
"Standard","MAP_ROUTE37_HNS","","Day","Land","32","35","30","GROWLITHE","30","SPINARAK","30","TEDDIURSA","10","VULPIX"
"Standard","MAP_ROUTE37_HNS","","Night","Land","32","35","30","MISDREAVUS","30","HOUNDOUR","30","MURKROW","10","TEPIG"
"Standard","MAP_ROUTE38_HNS","","Day","Land","38","41","30","KIRLIA","30","FLOETTE_RED","30","TANGELA","10","SNIVY"
"Standard","MAP_ROUTE38_HNS","","Night","Land","38","41","30","KANGASKHAN","30","ROTOM","30","RATTATA","10","FENNEKIN"
"Standard","MAP_ROUTE39_HNS","","Day","Land","39","42","30","TAUROS","30","JIGGLYPUFF","30","SWELLOW","10","CHESPIN"
"Standard","MAP_ROUTE39_HNS","","Night","Land","39","42","30","MORPEKO_FULL_BELLY","30","RATTATA","30","DUSKULL","10","BOUFFALANT"
"Standard","MAP_ROUTE39_HNS","","Any","Rock Smash","39","42","30","HIPPOPOTAS","30","TYRUNT","30","SPIDOPS","10","DARUMAKA"
"Standard","MAP_ROUTE4_HNS","","Any","Fishing","70","84","30","SEADRA","30","FLOATZEL","30","TOXAPEX","10","BASCULEGION_M"
"Standard","MAP_ROUTE4_HNS","","Day","Land","70","84","30","BRAVIARY","30","GLISCOR","30","DIPPLIN","10","BLISSEY"
"Standard","MAP_ROUTE4_HNS","","Night","Land","70","84","30","REVAVROOM","30","NIDOQUEEN","30","GLIMMORA","10","PORYGON_Z"
"Standard","MAP_ROUTE4_HNS","","Any","Surf","70","84","30","BRUXISH","30","AZUMARILL","30","CRAMORANT","10","DRACOVISH"
"Standard","MAP_ROUTE40_HNS","","Day","Fishing","40","43","30","MARILL","30","WUGTRIO","30","PELIPPER","10","LAPRAS"
"Standard","MAP_ROUTE40_HNS","","Day","Surf","40","43","30","WAILMER","30","WHISCASH","30","SHARPEDO","10","LAPRAS"
"Standard","MAP_ROUTE41_HNS","","Day","Fishing","41","44","30","SEALEO","30","CRAWDAUNT","30","RELICANTH","10","ARCTOVISH"
"Standard","MAP_ROUTE41_HNS","","Day","Surf","41","44","30","BASCULIN_RED_STRIPED","30","PALPITOAD","30","SEALEO","10","LUMINEON"
"Standard","MAP_ROUTE42_HNS","","Any","Fishing","52","54","30","LUVDISC","30","BUIZEL","30","TATSUGIRI_CURLY","10","DONDOZO"
"Standard","MAP_ROUTE42_HNS","","Day","Land","52","54","30","GRANBULL","30","MAUSHOLD_THREE","30","LURANTIS","10","HELIOLISK"
"Standard","MAP_ROUTE42_HNS","","Night","Land","52","54","30","KROKOROK","30","ROSELIA","30","SALAZZLE","10","DHELMISE"
"Standard","MAP_ROUTE42_HNS","","Any","Rock Smash","52","54","30","CHARJABUG","30","GURDURR","30","KLANG","10","SCYTHER"
"Standard","MAP_ROUTE42_HNS","","Any","Surf","52","54","30","CLAUNCHER","30","FINNEON","30","TIRTOUGA","10","MANTYKE"
"Standard","MAP_ROUTE43_HNS","","Any","Fishing","53","55","30","OMANYTE","30","KABUTO","30","LANTURN","10","OCTILLERY"
"Standard","MAP_ROUTE43_HNS","","Day","Land","53","55","30","CLEFAIRY","30","GLALIE","30","LURANTIS","10","MANECTRIC"
"Standard","MAP_ROUTE43_HNS","","Night","Land","53","55","30","AMOONGUSS","30","TREVENANT","30","DARMANITAN_STANDARD","10","SALAZZLE"
"Standard","MAP_ROUTE43_HNS","","Any","Surf","53","55","30","MARILL","30","PELIPPER","30","SHARPEDO","10","LAPRAS"
"Standard","MAP_ROUTE44_HNS","","Any","Fishing","57","59","30","TATSUGIRI_CURLY","30","ARCTOVISH","30","MILOTIC","10","GYARADOS"
"Standard","MAP_ROUTE44_HNS","","Day","Land","57","59","30","MAGNETON","30","PILOSWINE","30","SKARMORY","10","LAIRON"
"Standard","MAP_ROUTE44_HNS","","Night","Land","57","59","30","DUSCLOPS","30","SNEASEL","30","FROSLASS","10","HAUNTER"
"Standard","MAP_ROUTE44_HNS","","Any","Surf","57","59","30","AZUMARILL","30","LAPRAS","30","DRACOVISH","10","GYARADOS"
"Standard","MAP_ROUTE45_HNS","","Any","Fishing","64","66","30","VELUZA","30","RELICANTH","30","MILOTIC","10","GYARADOS"
"Standard","MAP_ROUTE45_HNS","","Day","Land","64","66","30","GRAVELER","30","SKARMORY","30","DRAGONAIR","10","LAIRON"
"Standard","MAP_ROUTE45_HNS","","Night","Land","64","66","30","TREVENANT","30","PALOSSAND","30","DHELMISE","10","VILEPLUME"
"Standard","MAP_ROUTE45_HNS","","Any","Rock Smash","64","66","30","LUCARIO","30","CORVIKNIGHT","30","GHOLDENGO","10","VOLCARONA"
"Standard","MAP_ROUTE45_HNS","","Any","Surf","64","66","30","BRUXISH","30","CRAMORANT","30","WHISCASH","10","DONDOZO"
"Standard","MAP_ROUTE46_HNS","","Day","Land","6","9","30","SPEAROW","30","GEODUDE","30","PHANPY","10","MANKEY"
"Standard","MAP_ROUTE46_HNS","","Night","Land","6","9","30","RATTATA","30","ZUBAT","30","GEODUDE","10","ROOKIDEE"
"Standard","MAP_ROUTE47_HNS","","Any","Fishing","45","48","30","MARILL","30","BRUXISH","30","ARAQUANID","10","WHISCASH"
"Standard","MAP_ROUTE47_HNS","","Day","Land","45","48","30","FLABEBE_RED","30","PIKACHU","30","SQUAWKABILLY_GREEN","10","ROWLET"
"Standard","MAP_ROUTE47_HNS","","Night","Land","45","48","30","CHANSEY","30","VULLABY","30","VAROOM","10","CHARCADET"
"Standard","MAP_ROUTE47_HNS","","Any","Surf","45","48","30","WUGTRIO","30","CRAMORANT","30","PALAFIN_ZERO","10","ARCTOVISH"
"Standard","MAP_ROUTE48_HNS","","Day","Land","46","49","30","MR_MIME","30","STEENEE","30","SHIINOTIC","10","GROOKEY"
"Standard","MAP_ROUTE48_HNS","","Night","Land","46","49","30","AUDINO","30","SHROOMISH","30","POLTCHAGEIST","10","SANDILE"
"Standard","MAP_ROUTE48_HNS","","Any","Rock Smash","46","49","30","NUMEL","30","SPEWPA","30","CLOBBOPUS","10","THROH"
"Standard","MAP_ROUTE5_HNS","","Any","Fishing","70","84","30","PALPITOAD","30","SEALEO","30","TENTACRUEL","10","DONDOZO"
"Standard","MAP_ROUTE5_HNS","","Day","Land","70","84","30","ELECTABUZZ","30","WYRDEER","30","HATTERENE","10","TSAREENA"
"Standard","MAP_ROUTE5_HNS","","Night","Land","70","84","30","PANGORO","30","DRAGALGE","30","NIDOKING","10","ANNIHILAPE"
"Standard","MAP_ROUTE5_HNS","","Any","Surf","70","84","30","SHARPEDO","30","GASTRODON_WEST","30","BARRASKEWDA","10","TENTACRUEL"
"Standard","MAP_ROUTE6_HNS","","Any","Fishing","70","84","30","PELIPPER","30","LUMINEON","30","RELICANTH","10","WAILORD"
"Standard","MAP_ROUTE6_HNS","","Day","Land","70","84","30","BOLTUND","30","TANGROWTH","30","LUXRAY","10","NOIVERN"
"Standard","MAP_ROUTE6_HNS","","Night","Land","70","84","30","GOURGEIST","30","ZOROARK","30","PORYGON2","10","GRIMMSNARL"
"Standard","MAP_ROUTE6_HNS","","Any","Rock Smash","70","84","30","EXCADRILL","30","CENTISKORCH","30","GOLEM","10","URSALUNA"
"Standard","MAP_ROUTE6_HNS","","Any","Surf","70","84","30","ARAQUANID","30","PALAFIN_ZERO","30","DREDNAW","10","LAPRAS"
"Standard","MAP_ROUTE7_HNS","","Any","Fishing","70","84","30","CORSOLA","30","WUGTRIO","30","TATSUGIRI_CURLY","10","BARBARACLE"
"Standard","MAP_ROUTE7_HNS","","Day","Land","70","84","30","PORYGON2","30","TINKATON","30","EELEKTROSS","10","BLISSEY"
"Standard","MAP_ROUTE7_HNS","","Night","Land","70","84","30","SCRAFTY","30","TOXICROAK","30","MANDIBUZZ","10","POLTEAGEIST"
"Standard","MAP_ROUTE7_HNS","","Any","Surf","70","84","30","BASCULIN_RED_STRIPED","30","LANTURN","30","OCTILLERY","10","ARCTOVISH"
"Standard","MAP_ROUTE8_HNS","","Any","Fishing","70","84","30","CLAWITZER","30","GOLISOPOD","30","BASCULEGION_M","10","WALREIN"
"Standard","MAP_ROUTE8_HNS","","Day","Land","70","84","30","BRAVIARY","30","MIENSHAO","30","GOLEM","10","EELEKTROSS"
"Standard","MAP_ROUTE8_HNS","","Night","Land","70","84","30","MANDIBUZZ","30","OVERQWIL","30","SNEASLER","10","GRIMMSNARL"
"Standard","MAP_ROUTE8_HNS","","Any","Surf","70","84","30","WAILMER","30","WAILORD","30","CLAWITZER","10","BARBARACLE"
"Standard","MAP_ROUTE9_HNS","","Any","Fishing","70","84","30","VELUZA","30","MILOTIC","30","GYARADOS","10","SEISMITOAD"
"Standard","MAP_ROUTE9_HNS","","Day","Land","70","84","30","SANDACONDA","30","HATTERENE","30","RHYPERIOR","10","MAGNEZONE"
"Standard","MAP_ROUTE9_HNS","","Night","Land","70","84","30","HOUNDOOM","30","SNEASLER","30","KROOKODILE","10","ANNIHILAPE"
"Standard","MAP_ROUTE9_HNS","","Any","Rock Smash","70","84","30","TINKATON","30","AEGISLASH_SHIELD","30","KLINKLANG","10","MAGNEZONE"
"Standard","MAP_ROUTE9_HNS","","Any","Surf","70","84","30","CRAWDAUNT","30","WHISCASH","30","FLOATZEL","10","SEISMITOAD"
"Standard","MAP_RUINS_OF_ALPH_B1F_HNS","","Day","Land","9","12","30","UNOWN","30","EXEGGCUTE","30","WOOPER","10","ZUBAT"
"Standard","MAP_RUINS_OF_ALPH_B1F_HNS","","Day","Rock Smash","9","12","30","CATERPIE","30","WURMPLE","30","RELLOR","10","TYROGUE"
"Standard","MAP_RUINS_OF_ALPH_OUTSIDE_HNS","","Any","Fishing","8","12","30","WOOPER","30","SURSKIT","30","SEEL","10","MAGIKARP"
"Standard","MAP_RUINS_OF_ALPH_OUTSIDE_HNS","","Any","Land","8","12","30","AZURILL","30","NACLI","30","FOMANTIS","10","TOXEL"
"Standard","MAP_RUINS_OF_ALPH_OUTSIDE_HNS","","Any","Rock Smash","8","12","30","WURMPLE","30","NINCADA","30","ROGGENROLA","10","MEDITITE"
"Standard","MAP_RUINS_OF_ALPH_OUTSIDE_HNS","","Any","Surf","8","12","30","LOTAD","30","WINGULL","30","REMORAID","10","CHINCHOU"
"Standard","MAP_SEAFOAM_ISLANDS_1F_HNS","","Day","Land","70","84","30","BEARTIC","30","WEAVILE","30","CETITAN","10","WALREIN"
"Standard","MAP_SEAFOAM_ISLANDS_B1F_HNS","","Day","Land","70","84","30","ABOMASNOW","30","AVALUGG","30","CETITAN","10","VANILLUXE"
"Standard","MAP_SLOWPOKE_WELL_B1F_HNS","","Day","Fishing","19","22","30","MAGIKARP","30","SLOWPOKE","30","BARBOACH","10","CORPHISH"
"Standard","MAP_SLOWPOKE_WELL_B1F_HNS","","Day","Land","19","22","30","ZUBAT","30","WOOPER","30","CROAGUNK","10","DUSKULL"
"Standard","MAP_SLOWPOKE_WELL_B1F_HNS","","Day","Surf","19","22","30","SLOWPOKE","30","WOOPER","30","POLIWAG","10","CORPHISH"
"Standard","MAP_SLOWPOKE_WELL_B2F_HNS","","Day","Fishing","20","23","30","MAGIKARP","30","WIGLETT","30","WOOPER","10","CORPHISH"
"Standard","MAP_SLOWPOKE_WELL_B2F_HNS","","Day","Land","20","23","30","IMPIDIMP","30","SLUGMA","30","ROCKRUFF","10","ZUBAT"
"Standard","MAP_SLOWPOKE_WELL_B2F_HNS","","Day","Surf","20","23","30","POLIWAG","30","SLOWPOKE","30","PSYDUCK","10","TENTACOOL"
"Standard","MAP_SPROUT_TOWER_2F_HNS","","Day","Land","8","11","30","RATTATA","30","BELLSPROUT","30","PIDGEY","10","BALTOY"
"Standard","MAP_SPROUT_TOWER_2F_HNS","","Night","Land","8","11","30","GASTLY","30","ZUBAT","30","DUSKULL","10","LITWICK"
"Standard","MAP_SPROUT_TOWER_3F_HNS","","Day","Land","9","12","30","RATTATA","30","BELLSPROUT","30","RALTS","10","BALTOY"
"Standard","MAP_SPROUT_TOWER_3F_HNS","","Night","Land","9","12","30","GASTLY","30","SHUPPET","30","DUSKULL","10","MISDREAVUS"
"Standard","MAP_TIN_TOWER_3F_HNS","","Day","Land","64","66","30","AERODACTYL","30","CORVIKNIGHT","30","GHOLDENGO","10","KINGAMBIT"
"Standard","MAP_TIN_TOWER_4F_HNS","","Day","Land","64","66","30","SHUCKLE","30","LUCARIO","30","GHOLDENGO","10","KINGAMBIT"
"Standard","MAP_TIN_TOWER_5F_HNS","","Day","Land","65","67","30","HERACROSS","30","GRAPPLOCT","30","CORVIKNIGHT","10","GHOLDENGO"
"Standard","MAP_TIN_TOWER_6F_HNS","","Day","Land","65","67","30","FORRETRESS","30","MAGNETON","30","CRUSTLE","10","DURALUDON"
"Standard","MAP_TIN_TOWER_7F_HNS","","Day","Land","65","67","30","LOKIX","30","AERODACTYL","30","DRACOZOLT","10","LUCARIO"
"Standard","MAP_TIN_TOWER_8F_HNS","","Day","Land","66","68","30","CYCLIZAR","30","HAWLUCHA","30","FLAMIGO","10","FROSLASS"
"Standard","MAP_TIN_TOWER_9F_HNS","","Day","Land","66","68","30","SHUCKLE","30","HERACROSS","30","GHOLDENGO","10","KINGAMBIT"
"Standard","MAP_TOHJO_FALLS_CAVERN_HNS","","Any","Fishing","62","65","30","CARVANHA","30","MILOTIC","30","VELUZA","10","LANTURN"
"Standard","MAP_TOHJO_FALLS_CAVERN_HNS","","Any","Land","62","65","30","HAXORUS","30","AGGRON","30","EXCADRILL","10","NOIVERN"
"Standard","MAP_TOHJO_FALLS_CAVERN_HNS","","Any","Rock Smash","62","65","30","ARCHALUDON","30","METAGROSS","30","GARCHOMP","10","KOMMO_O"
"Standard","MAP_TOHJO_FALLS_CAVERN_HNS","","Any","Surf","62","65","30","SPHEAL","30","BARBOACH","30","CORPHISH","10","GYARADOS"
"Standard","MAP_UNION_CAVE_1F_HNS","","Day","Fishing","17","20","30","ARROKUDA","30","SHELLDER","30","PSYDUCK","10","SEEL"
"Standard","MAP_UNION_CAVE_1F_HNS","","Day","Land","17","20","30","GEODUDE","30","ZUBAT","30","SANDSHREW","10","ARON"
"Standard","MAP_UNION_CAVE_1F_HNS","","Day","Rock Smash","17","20","30","BLIPBUG","30","TAROUNTULA","30","VENIPEDE","10","DIGLETT"
"Standard","MAP_UNION_CAVE_1F_HNS","","Day","Surf","17","20","30","GOLDEEN","30","TYMPOLE","30","KRABBY","10","STARYU"
"Standard","MAP_UNION_CAVE_B1F_HNS","","Day","Fishing","18","21","30","MAGIKARP","30","WIMPOD","30","GOLDEEN","10","WOOPER"
"Standard","MAP_UNION_CAVE_B1F_HNS","","Day","Land","18","21","30","ROGGENROLA","30","ONIX","30","MAWILE","10","SABLEYE"
"Standard","MAP_UNION_CAVE_B1F_HNS","","Day","Rock Smash","18","21","30","BLIPBUG","30","ROLYCOLY","30","NYMBLE","10","RELLOR"
"Standard","MAP_UNION_CAVE_B1F_HNS","","Day","Surf","18","21","30","WOOPER","30","LOTAD","30","REMORAID","10","CHINCHOU"
"Standard","MAP_UNION_CAVE_B2F_HNS","","Day","Fishing","19","22","30","LOTAD","30","SURSKIT","30","WINGULL","10","SLOWPOKE"
"Standard","MAP_UNION_CAVE_B2F_HNS","","Day","Land","19","22","30","ARON","30","WOOPER","30","BALTOY","10","GIBLE"
"Standard","MAP_UNION_CAVE_B2F_HNS","","Day","Rock Smash","19","22","30","CATERPIE","30","TYROGUE","30","PARAS","10","PHANPY"
"Standard","MAP_UNION_CAVE_B2F_HNS","","Day","Surf","19","22","30","FEEBAS","30","WISHIWASHI_SOLO","30","DEWPIDER","10","WIMPOD"
